movieid,genres,tagid,timestamp
4155,Comedy|Drama|Romance,439.0,2006-10-18 12:02:48
4155,Comedy|Drama|Romance,230.0,2007-08-20 09:24:43
4155,Comedy|Drama|Romance,614.0,2007-08-21 04:34:46
4155,Comedy|Drama|Romance,865.0,2007-08-21 08:57:43
4155,Comedy|Drama|Romance,863.0,2007-08-23 20:05:57
4155,Comedy|Drama|Romance,201.0,2007-08-26 18:33:15
4156,Comedy,,
4157,Comedy,182.0,2006-11-10 22:05:11
4158,Comedy,,
4163,Comedy|Drama,88.0,2008-09-04 18:04:06
4163,Comedy|Drama,88.0,2007-08-19 04:03:07
4164,Comedy,,
4173,Action|Thriller,,
4175,Comedy,,
4176,Comedy,,
4212,Documentary,,
4213,Drama|Romance|Thriller,,
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,770.0,2007-12-15 23:47:49
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-11-09 12:35:15
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,417.0,2006-02-19 16:26:58
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-01-08 19:36:49
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,186.0,2006-01-12 20:57:43
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,372.0,2006-01-13 19:26:26
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,372.0,2006-01-17 05:18:47
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,588.0,2006-01-19 10:18:04
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,748.0,2006-03-13 14:46:49
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2007-12-17 23:48:16
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-01-19 17:01:37
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,1071.0,2006-02-05 20:04:37
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-02-06 18:02:49
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,327.0,2006-02-10 15:54:55
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,863.0,2006-02-10 09:31:39
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,536.0,2007-02-22 04:44:28
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,877.0,2006-02-11 14:26:43
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-02-15 21:24:19
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,877.0,2006-01-15 11:33:05
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-02-14 17:20:30
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-02-17 06:50:13
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2008-10-06 07:52:35
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-03-08 05:04:47
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-07-07 09:48:29
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,107.0,2007-02-21 06:37:02
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,107.0,2007-10-04 20:13:08
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,107.0,2008-10-19 07:12:06
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,829.0,2006-01-23 14:08:27
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2007-05-08 23:47:22
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2008-10-28 04:22:15
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,244.0,2006-04-01 07:05:17
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-04-20 13:26:38
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,327.0,2008-01-30 09:26:17
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-05-11 21:46:31
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-05-12 12:01:09
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,417.0,2008-02-05 18:48:10
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,763.0,2007-07-21 07:08:27
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2008-07-17 19:52:57
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-01-17 05:13:38
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2007-06-06 23:33:05
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,761.0,2006-02-13 08:30:13
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-02-07 11:22:25
4214,Adventure|Animation|Children|Comedy|Fantasy|Romance,309.0,2006-01-13 09:47:38
4223,Comedy|Drama|Romance,,
4249,Comedy,107.0,2008-03-23 16:52:11
4252,Action|Crime|Drama,484.0,2007-12-23 21:35:32
4252,Action|Crime|Drama,731.0,2007-11-27 14:59:38
4252,Action|Crime|Drama,731.0,2006-09-20 15:25:04
4252,Action|Crime|Drama,255.0,2006-05-11 21:59:11
4252,Action|Crime|Drama,19.0,2008-04-28 22:59:21
4252,Action|Crime|Drama,485.0,2007-08-15 00:28:06
4252,Action|Crime|Drama,762.0,2006-02-25 05:27:17
4252,Action|Crime|Drama,255.0,2006-01-14 14:11:24
4254,Drama|Musical|Romance,,
4274,Animation|Children|Fantasy,309.0,2006-11-08 05:53:13
4274,Animation|Children|Fantasy,309.0,2006-12-07 16:23:45
4274,Animation|Children|Fantasy,310.0,2007-07-08 15:37:06
4275,Action|Adventure,112.0,2007-08-31 11:14:14
4275,Action|Adventure,19.0,2007-09-06 20:26:06
4275,Action|Adventure,1074.0,2007-09-10 19:47:00
4275,Action|Adventure,155.0,2006-02-21 14:23:39
4275,Action|Adventure,586.0,2007-03-20 08:00:00
4275,Action|Adventure,24.0,2007-06-17 17:15:44
4275,Action|Adventure,1075.0,2008-04-24 00:28:08
4275,Action|Adventure,155.0,2007-05-11 20:03:25
4275,Action|Adventure,1075.0,2006-02-21 08:12:24
4275,Action|Adventure,554.0,2007-07-31 08:16:24
4275,Action|Adventure,29.0,2007-08-02 11:17:30
4275,Action|Adventure,1075.0,2007-08-04 04:57:13
4275,Action|Adventure,509.0,2007-08-09 08:31:25
4275,Action|Adventure,1075.0,2006-12-23 09:51:52
4275,Action|Adventure,367.0,2007-08-17 13:53:38
4275,Action|Adventure,19.0,2007-08-17 19:49:42
4275,Action|Adventure,29.0,2007-08-17 21:43:18
4275,Action|Adventure,29.0,2007-08-19 05:36:35
4275,Action|Adventure,29.0,2007-08-19 08:31:30
4275,Action|Adventure,1075.0,2007-08-19 11:53:19
4275,Action|Adventure,29.0,2007-08-19 17:52:22
4275,Action|Adventure,29.0,2007-08-20 17:12:15
4275,Action|Adventure,1075.0,2007-08-21 17:48:58
4275,Action|Adventure,29.0,2007-08-24 04:18:44
4275,Action|Adventure,911.0,2007-08-27 09:56:05
4276,Comedy,,
4279,Crime|Drama,,
4280,Drama|Romance,,
4281,Comedy,,
4294,Children|Comedy,,
4295,Action,,
4296,Comedy|Horror,770.0,2006-10-12 05:08:14
4296,Comedy|Horror,522.0,2006-02-16 21:28:31
4296,Comedy|Horror,901.0,2007-02-02 11:44:26
4296,Comedy|Horror,230.0,2006-03-08 06:45:12
4296,Comedy|Horror,770.0,2007-08-31 10:29:40
4296,Comedy|Horror,770.0,2008-01-02 21:25:59
4296,Comedy|Horror,719.0,2007-06-06 14:18:57
4296,Comedy|Horror,230.0,2006-10-18 12:03:26
4297,Drama,599.0,2006-12-20 22:54:49
4297,Drama,731.0,2006-09-19 23:16:52
4297,Drama,599.0,2009-01-02 20:50:45
4297,Drama,599.0,2006-12-22 12:57:43
4354,Adventure|Animation|Fantasy|Sci-Fi,1075.0,2007-11-20 04:16:42
4354,Adventure|Animation|Fantasy|Sci-Fi,244.0,2008-03-03 19:27:54
4354,Adventure|Animation|Fantasy|Sci-Fi,65.0,2006-02-14 13:54:28
4354,Adventure|Animation|Fantasy|Sci-Fi,65.0,2006-04-20 07:58:24
4354,Adventure|Animation|Fantasy|Sci-Fi,1075.0,2008-04-24 00:27:46
4354,Adventure|Animation|Fantasy|Sci-Fi,244.0,2008-03-26 00:39:06
4354,Adventure|Animation|Fantasy|Sci-Fi,397.0,2006-10-23 17:14:12
4354,Adventure|Animation|Fantasy|Sci-Fi,887.0,2007-08-10 13:04:10
4354,Adventure|Animation|Fantasy|Sci-Fi,244.0,2008-05-03 13:34:02
4354,Adventure|Animation|Fantasy|Sci-Fi,193.0,2007-08-02 11:23:23
4354,Adventure|Animation|Fantasy|Sci-Fi,887.0,2007-08-08 09:01:26
4355,Comedy,417.0,2007-08-27 18:44:23
4355,Comedy,227.0,2007-11-22 04:47:03
4355,Comedy,230.0,2007-08-27 21:25:33
4355,Comedy,230.0,2007-08-28 08:15:22
4355,Comedy,979.0,2007-08-28 10:17:27
4355,Comedy,230.0,2007-09-02 09:47:57
4355,Comedy,439.0,2006-01-17 12:43:23
4355,Comedy,201.0,2007-09-09 03:34:14
4355,Comedy,230.0,2007-09-10 17:08:37
4355,Comedy,417.0,2007-09-10 19:41:08
4355,Comedy,230.0,2007-09-11 14:36:05
4355,Comedy,598.0,2006-01-23 09:11:14
4355,Comedy,230.0,2008-03-24 06:41:43
4355,Comedy,763.0,2006-01-23 14:08:05
4355,Comedy,230.0,2007-03-20 10:19:19
4355,Comedy,682.0,2007-06-10 13:59:30
4355,Comedy,978.0,2006-09-01 09:03:02
4355,Comedy,201.0,2006-01-12 14:38:53
4355,Comedy,479.0,2008-06-24 23:30:54
4355,Comedy,332.0,2007-08-03 16:15:18
4355,Comedy,414.0,2007-08-06 05:35:55
4355,Comedy,333.0,2007-08-06 07:54:43
4355,Comedy,230.0,2007-08-06 08:37:54
4355,Comedy,230.0,2007-08-07 16:45:52
4355,Comedy,230.0,2007-08-10 08:31:52
4355,Comedy,230.0,2007-08-14 05:51:08
4355,Comedy,230.0,2007-08-14 17:51:36
4355,Comedy,96.0,2007-08-18 21:27:46
4355,Comedy,979.0,2007-08-19 11:13:35
4355,Comedy,418.0,2007-08-19 19:26:37
4355,Comedy,278.0,2007-08-21 21:16:22
4355,Comedy,201.0,2007-08-23 14:23:27
4355,Comedy,201.0,2007-08-25 13:00:45
4355,Comedy,230.0,2007-08-27 14:05:37
4358,Crime|Drama|Thriller,1047.0,2007-07-01 03:41:54
4358,Crime|Drama|Thriller,727.0,2006-09-20 00:06:50
4359,Comedy|Drama|Romance,1102.0,2006-10-20 18:31:09
4360,Comedy,305.0,2008-04-02 22:13:43
4360,Comedy,1071.0,2006-04-01 15:09:41
4364,Animation|Horror|IMAX,,
4546,Action|Adventure|Sci-Fi,304.0,2006-01-15 18:24:52
4546,Action|Adventure|Sci-Fi,304.0,2007-11-27 23:19:49
4546,Action|Adventure|Sci-Fi,901.0,2006-01-13 09:47:33
4546,Action|Adventure|Sci-Fi,406.0,2006-09-28 10:18:12
4547,Comedy|Romance,674.0,2006-01-15 18:31:11
4549,Comedy|Drama,812.0,2006-03-31 22:11:59
4549,Comedy|Drama,26.0,2006-01-23 09:10:52
4549,Comedy|Drama,1100.0,2006-05-26 16:05:17
4549,Comedy|Drama,232.0,2006-04-19 05:41:15
4549,Comedy|Drama,544.0,2007-02-01 14:21:42
4549,Comedy|Drama,138.0,2007-02-12 22:21:11
4549,Comedy|Drama,232.0,2006-05-02 01:05:07
4549,Comedy|Drama,829.0,2006-11-10 21:45:54
4549,Comedy|Drama,812.0,2006-07-23 21:23:18
4549,Comedy|Drama,984.0,2007-11-17 11:07:05
4551,Action|Adventure|Drama|Sci-Fi,849.0,2006-01-25 21:51:52
4551,Action|Adventure|Drama|Sci-Fi,849.0,2007-09-16 21:47:11
4551,Action|Adventure|Drama|Sci-Fi,336.0,2007-04-28 19:14:58
4551,Action|Adventure|Drama|Sci-Fi,849.0,2006-07-10 12:02:54
4551,Action|Adventure|Drama|Sci-Fi,788.0,2006-10-23 16:56:13
4551,Action|Adventure|Drama|Sci-Fi,1084.0,2007-08-05 20:56:05
4551,Action|Adventure|Drama|Sci-Fi,849.0,2006-02-07 12:39:43
4555,Drama,,
4557,Comedy,,
4607,Drama|Romance|Thriller,155.0,2006-02-21 14:00:38
4607,Drama|Romance|Thriller,731.0,2006-09-20 14:02:21
4609,Action|Comedy,207.0,2007-11-27 14:57:54
4609,Action|Comedy,19.0,2006-04-11 21:27:28
4609,Action|Comedy,631.0,2008-09-14 15:10:45
4609,Action|Comedy,631.0,2007-04-01 10:27:34
4626,Comedy,1013.0,2006-01-17 12:42:58
4626,Comedy,417.0,2006-02-06 16:10:49
4626,Comedy,1013.0,2006-07-27 23:21:47
4626,Comedy,732.0,2006-09-19 23:45:54
4626,Comedy,417.0,2006-05-11 21:58:38
4626,Comedy,719.0,2007-06-05 18:15:00
4626,Comedy,1013.0,2006-02-15 05:36:50
4627,Comedy,,
4629,Action|Comedy|Western,509.0,2006-02-23 08:43:23
4630,Comedy,425.0,2008-07-18 14:00:03
4630,Comedy,425.0,2008-07-09 18:05:15
4633,Horror|Thriller,644.0,2008-11-13 03:53:20
4633,Horror|Thriller,824.0,2007-09-17 07:52:14
4635,Drama|Romance|War,,
4636,Comedy,418.0,2006-01-23 13:31:01
4639,Comedy,,
4641,Comedy,577.0,2006-11-13 11:52:05
4641,Comedy,968.0,2007-11-26 19:32:32
4641,Comedy,577.0,2006-04-09 08:43:52
4641,Comedy,577.0,2006-07-28 23:30:57
4641,Comedy,577.0,2007-08-12 06:49:29
4641,Comedy,770.0,2008-01-02 21:17:25
4641,Comedy,770.0,2006-01-13 18:52:53
4641,Comedy,968.0,2007-07-19 04:54:18
4641,Comedy,965.0,2006-04-27 18:36:39
4641,Comedy,1081.0,2006-01-13 10:52:19
4643,Comedy|Romance,,
4650,Comedy|Romance,849.0,2006-06-03 19:20:02
4651,Horror,663.0,2008-03-25 07:50:42
4653,Comedy|Romance,,
4664,Drama|Musical,,
4666,Comedy|Drama,,
4671,Romance|Thriller,,
4672,Drama,305.0,2008-04-03 02:46:21
4680,Comedy,1118.0,2006-01-15 10:08:36
4681,Comedy|Crime,113.0,2007-05-18 02:48:40
4681,Comedy|Crime,374.0,2008-02-29 13:45:04
4682,Drama|Musical|Romance,177.0,2006-01-26 10:38:25
4682,Drama|Musical|Romance,177.0,2006-01-19 08:08:19
4683,Crime|Drama|Thriller,746.0,2008-07-26 04:22:33
4683,Crime|Drama|Thriller,746.0,2006-02-26 17:45:42
4683,Crime|Drama|Thriller,730.0,2006-09-22 17:00:00
4683,Crime|Drama|Thriller,720.0,2006-06-13 11:39:50
4683,Crime|Drama|Thriller,746.0,2007-03-06 13:43:56
4683,Crime|Drama|Thriller,746.0,2007-04-16 09:24:54
4688,Thriller,,
4689,Comedy|Romance,704.0,2006-03-10 04:13:11
4689,Comedy|Romance,705.0,2007-08-22 02:58:05
4721,Thriller,,
4722,Drama,,
4723,Comedy,777.0,2007-11-23 21:41:43
4723,Comedy,418.0,2006-01-23 19:20:26
4723,Comedy,455.0,2008-02-07 20:09:42
4723,Comedy,829.0,2006-11-10 21:55:02
4723,Comedy,455.0,2006-06-11 12:13:16
4723,Comedy,978.0,2008-11-29 14:15:54
4723,Comedy,719.0,2007-06-25 06:31:45
4723,Comedy,379.0,2006-07-28 16:29:23
4723,Comedy,379.0,2006-01-12 14:44:29
4723,Comedy,958.0,2008-11-14 04:47:09
4728,Adventure|Thriller,,
4729,Children|Comedy,,
4730,Comedy|Romance,1102.0,2006-01-23 09:13:11
4730,Comedy|Romance,450.0,2006-03-22 06:34:13
4730,Comedy|Romance,450.0,2007-04-24 11:47:40
4730,Comedy|Romance,1102.0,2007-08-22 02:57:38
4751,Comedy|Crime|Romance,498.0,2006-02-21 15:46:50
4751,Comedy|Crime|Romance,417.0,2006-12-15 02:30:04
4752,Comedy|Crime,,
4756,Comedy|Drama,,
4758,Drama,,
4772,Crime|Horror|Mystery|Thriller,903.0,2006-05-27 04:13:17
4772,Crime|Horror|Mystery|Thriller,608.0,2007-12-17 11:01:18
4772,Crime|Horror|Mystery|Thriller,232.0,2006-04-19 05:40:32
4772,Crime|Horror|Mystery|Thriller,554.0,2006-02-21 14:49:20
4772,Crime|Horror|Mystery|Thriller,89.0,2007-11-27 15:25:51
4772,Crime|Horror|Mystery|Thriller,234.0,2006-03-02 13:36:05
4772,Crime|Horror|Mystery|Thriller,732.0,2006-09-19 23:49:36
4772,Crime|Horror|Mystery|Thriller,682.0,2007-05-11 03:19:54
4772,Crime|Horror|Mystery|Thriller,234.0,2006-04-11 03:34:17
4774,Comedy|Drama,,
4778,Drama,,
4780,Animation|Drama|Fantasy,647.0,2007-09-25 01:38:29
4780,Animation|Drama|Fantasy,995.0,2008-10-20 15:36:11
4780,Animation|Drama|Fantasy,600.0,2008-06-28 07:44:11
4780,Animation|Drama|Fantasy,780.0,2006-01-22 19:15:26
4780,Animation|Drama|Fantasy,995.0,2007-05-01 12:32:40
4780,Animation|Drama|Fantasy,780.0,2006-02-21 18:14:16
4780,Animation|Drama|Fantasy,1008.0,2007-02-24 00:04:38
4780,Animation|Drama|Fantasy,331.0,2006-04-20 21:27:36
4780,Animation|Drama|Fantasy,780.0,2006-06-04 08:29:50
4780,Animation|Drama|Fantasy,780.0,2007-05-18 02:16:08
4780,Animation|Drama|Fantasy,326.0,2007-03-27 12:08:05
4780,Animation|Drama|Fantasy,331.0,2006-06-26 08:57:30
4780,Animation|Drama|Fantasy,763.0,2006-01-19 13:33:20
4780,Animation|Drama|Fantasy,326.0,2007-07-12 21:06:01
4781,Drama|Fantasy|Mystery|Sci-Fi,887.0,2006-05-05 17:06:33
4781,Drama|Fantasy|Mystery|Sci-Fi,821.0,2006-01-15 18:33:06
4781,Drama|Fantasy|Mystery|Sci-Fi,45.0,2007-01-30 08:11:00
4781,Drama|Fantasy|Mystery|Sci-Fi,887.0,2006-01-19 22:28:15
4781,Drama|Fantasy|Mystery|Sci-Fi,45.0,2006-07-05 20:35:31
4781,Drama|Fantasy|Mystery|Sci-Fi,43.0,2007-06-02 15:50:43
4781,Drama|Fantasy|Mystery|Sci-Fi,445.0,2006-02-25 14:10:00
4781,Drama|Fantasy|Mystery|Sci-Fi,872.0,2007-08-05 20:18:02
4782,Comedy|Romance,,
4785,Drama|Mystery|Sci-Fi|Thriller,305.0,2008-04-03 02:05:27
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-05-04 06:35:09
4785,Drama|Mystery|Sci-Fi|Thriller,689.0,2007-09-16 16:04:10
4785,Drama|Mystery|Sci-Fi|Thriller,995.0,2008-08-20 09:25:59
4785,Drama|Mystery|Sci-Fi|Thriller,1013.0,2006-11-27 02:44:21
4785,Drama|Mystery|Sci-Fi|Thriller,824.0,2006-01-16 08:17:58
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2008-08-04 11:46:33
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-01-13 19:29:41
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-06-25 23:30:29
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-12-20 14:13:09
4785,Drama|Mystery|Sci-Fi|Thriller,829.0,2007-10-26 16:09:19
4785,Drama|Mystery|Sci-Fi|Thriller,652.0,2007-11-07 11:31:15
4785,Drama|Mystery|Sci-Fi|Thriller,995.0,2008-09-06 17:01:06
4785,Drama|Mystery|Sci-Fi|Thriller,536.0,2007-02-22 04:19:44
4785,Drama|Mystery|Sci-Fi|Thriller,995.0,2007-05-01 13:04:56
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2008-05-28 04:40:14
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2007-01-27 14:11:11
4785,Drama|Mystery|Sci-Fi|Thriller,829.0,2007-03-06 07:08:26
4785,Drama|Mystery|Sci-Fi|Thriller,995.0,2008-10-13 00:43:15
4785,Drama|Mystery|Sci-Fi|Thriller,645.0,2007-02-21 06:00:32
4785,Drama|Mystery|Sci-Fi|Thriller,824.0,2006-05-01 04:20:15
4785,Drama|Mystery|Sci-Fi|Thriller,887.0,2008-01-30 09:40:45
4785,Drama|Mystery|Sci-Fi|Thriller,824.0,2006-05-12 09:01:11
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-05-14 15:47:43
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-08-20 12:51:57
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-07-03 15:44:59
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2008-12-27 15:55:50
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2007-07-15 13:48:41
4785,Drama|Mystery|Sci-Fi|Thriller,652.0,2008-05-01 09:31:46
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-01-26 18:56:03
4785,Drama|Mystery|Sci-Fi|Thriller,974.0,2006-09-08 10:41:23
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-08-11 08:35:59
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-10-04 00:41:10
4785,Drama|Mystery|Sci-Fi|Thriller,995.0,2006-10-15 11:43:39
4785,Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-09-09 17:37:38
4785,Drama|Mystery|Sci-Fi|Thriller,652.0,2006-01-13 10:55:04
4786,Comedy|Crime|Drama,,
4787,Comedy|Drama,323.0,2007-10-09 02:09:34
4787,Comedy|Drama,374.0,2006-05-07 01:25:37
4787,Comedy|Drama,374.0,2006-01-20 22:26:16
4787,Comedy|Drama,1035.0,2006-03-17 11:09:41
4787,Comedy|Drama,729.0,2006-09-20 23:55:23
4787,Comedy|Drama,730.0,2007-03-06 13:42:30
4787,Comedy|Drama,1072.0,2007-07-31 18:21:36
4792,Thriller,,
4793,Animation|Children|Comedy|Fantasy,785.0,2006-01-17 12:17:05
4793,Animation|Children|Comedy|Fantasy,785.0,2006-11-08 05:43:46
4793,Animation|Children|Comedy|Fantasy,64.0,2006-01-08 19:36:55
4793,Animation|Children|Comedy|Fantasy,230.0,2007-11-06 12:27:37
4793,Animation|Children|Comedy|Fantasy,785.0,2006-02-10 01:16:04
4793,Animation|Children|Comedy|Fantasy,536.0,2007-02-22 04:55:59
4793,Animation|Children|Comedy|Fantasy,785.0,2006-02-27 07:42:15
4793,Animation|Children|Comedy|Fantasy,785.0,2006-05-30 00:12:47
4793,Animation|Children|Comedy|Fantasy,785.0,2006-03-09 16:26:12
4793,Animation|Children|Comedy|Fantasy,63.0,2006-04-09 01:25:51
4793,Animation|Children|Comedy|Fantasy,309.0,2006-02-08 16:09:11
4793,Animation|Children|Comedy|Fantasy,186.0,2007-03-20 10:08:12
4793,Animation|Children|Comedy|Fantasy,786.0,2007-07-08 15:45:57
4793,Animation|Children|Comedy|Fantasy,754.0,2007-01-27 14:01:49
4793,Animation|Children|Comedy|Fantasy,193.0,2006-04-26 09:27:15
4793,Animation|Children|Comedy|Fantasy,785.0,2008-01-30 09:25:00
4793,Animation|Children|Comedy|Fantasy,785.0,2006-05-11 13:11:09
4793,Animation|Children|Comedy|Fantasy,785.0,2006-05-12 09:08:49
