genres,tagid,timestamp
Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2008-10-28 04:22:15
Adventure|Animation|Children|Comedy|Fantasy|Romance,244.0,2006-04-01 07:05:17
Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-04-20 13:26:38
Adventure|Animation|Children|Comedy|Fantasy|Romance,327.0,2008-01-30 09:26:17
Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2006-05-11 21:46:31
Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-05-12 12:01:09
Adventure|Animation|Children|Comedy|Fantasy|Romance,417.0,2008-02-05 18:48:10
Adventure|Animation|Children|Comedy|Fantasy|Romance,763.0,2007-07-21 07:08:27
Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2008-07-17 19:52:57
Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-01-17 05:13:38
Adventure|Animation|Children|Comedy|Fantasy|Romance,64.0,2007-06-06 23:33:05
Adventure|Animation|Children|Comedy|Fantasy|Romance,761.0,2006-02-13 08:30:13
Adventure|Animation|Children|Comedy|Fantasy|Romance,371.0,2006-02-07 11:22:25
Adventure|Animation|Children|Comedy|Fantasy|Romance,309.0,2006-01-13 09:47:38
Comedy|Drama|Romance,,
Comedy,107.0,2008-03-23 16:52:11
Action|Crime|Drama,484.0,2007-12-23 21:35:32
Action|Crime|Drama,731.0,2007-11-27 14:59:38
Action|Crime|Drama,731.0,2006-09-20 15:25:04
Action|Crime|Drama,255.0,2006-05-11 21:59:11
Action|Crime|Drama,19.0,2008-04-28 22:59:21
Action|Crime|Drama,485.0,2007-08-15 00:28:06
Action|Crime|Drama,762.0,2006-02-25 05:27:17
Action|Crime|Drama,255.0,2006-01-14 14:11:24
Drama|Musical|Romance,,
Animation|Children|Fantasy,309.0,2006-11-08 05:53:13
Animation|Children|Fantasy,309.0,2006-12-07 16:23:45
Animation|Children|Fantasy,310.0,2007-07-08 15:37:06
Action|Adventure,112.0,2007-08-31 11:14:14
Action|Adventure,19.0,2007-09-06 20:26:06
Action|Adventure,1074.0,2007-09-10 19:47:00
Action|Adventure,155.0,2006-02-21 14:23:39
Action|Adventure,586.0,2007-03-20 08:00:00
Action|Adventure,24.0,2007-06-17 17:15:44
Action|Adventure,1075.0,2008-04-24 00:28:08
Action|Adventure,155.0,2007-05-11 20:03:25
Action|Adventure,1075.0,2006-02-21 08:12:24
Action|Adventure,554.0,2007-07-31 08:16:24
Action|Adventure,29.0,2007-08-02 11:17:30
Action|Adventure,1075.0,2007-08-04 04:57:13
Action|Adventure,509.0,2007-08-09 08:31:25
Action|Adventure,1075.0,2006-12-23 09:51:52
Action|Adventure,367.0,2007-08-17 13:53:38
Action|Adventure,19.0,2007-08-17 19:49:42
Action|Adventure,29.0,2007-08-17 21:43:18
Action|Adventure,29.0,2007-08-19 05:36:35
Action|Adventure,29.0,2007-08-19 08:31:30
Action|Adventure,1075.0,2007-08-19 11:53:19
Action|Adventure,29.0,2007-08-19 17:52:22
Action|Adventure,29.0,2007-08-20 17:12:15
Action|Adventure,1075.0,2007-08-21 17:48:58
Action|Adventure,29.0,2007-08-24 04:18:44
Action|Adventure,911.0,2007-08-27 09:56:05
Comedy,,
Crime|Drama,,
Drama|Romance,,
Comedy,,
Children|Comedy,,
Action,,
Comedy|Horror,770.0,2006-10-12 05:08:14
Comedy|Horror,522.0,2006-02-16 21:28:31
Comedy|Horror,901.0,2007-02-02 11:44:26
Comedy|Horror,230.0,2006-03-08 06:45:12
Comedy|Horror,770.0,2007-08-31 10:29:40
Comedy|Horror,770.0,2008-01-02 21:25:59
Comedy|Horror,719.0,2007-06-06 14:18:57
Comedy|Horror,230.0,2006-10-18 12:03:26
Drama,599.0,2006-12-20 22:54:49
Drama,731.0,2006-09-19 23:16:52
Drama,599.0,2009-01-02 20:50:45
Drama,599.0,2006-12-22 12:57:43
Adventure|Animation|Fantasy|Sci-Fi,1075.0,2007-11-20 04:16:42
Adventure|Animation|Fantasy|Sci-Fi,244.0,2008-03-03 19:27:54
Adventure|Animation|Fantasy|Sci-Fi,65.0,2006-02-14 13:54:28
Adventure|Animation|Fantasy|Sci-Fi,65.0,2006-04-20 07:58:24
Adventure|Animation|Fantasy|Sci-Fi,1075.0,2008-04-24 00:27:46
Adventure|Animation|Fantasy|Sci-Fi,244.0,2008-03-26 00:39:06
Adventure|Animation|Fantasy|Sci-Fi,397.0,2006-10-23 17:14:12
Adventure|Animation|Fantasy|Sci-Fi,887.0,2007-08-10 13:04:10
Adventure|Animation|Fantasy|Sci-Fi,244.0,2008-05-03 13:34:02
Adventure|Animation|Fantasy|Sci-Fi,193.0,2007-08-02 11:23:23
Adventure|Animation|Fantasy|Sci-Fi,887.0,2007-08-08 09:01:26
Comedy,417.0,2007-08-27 18:44:23
Comedy,227.0,2007-11-22 04:47:03
Comedy,230.0,2007-08-27 21:25:33
Comedy,230.0,2007-08-28 08:15:22
Comedy,979.0,2007-08-28 10:17:27
Comedy,230.0,2007-09-02 09:47:57
Comedy,439.0,2006-01-17 12:43:23
Comedy,201.0,2007-09-09 03:34:14
Comedy,230.0,2007-09-10 17:08:37
Comedy,417.0,2007-09-10 19:41:08
Comedy,230.0,2007-09-11 14:36:05
Comedy,598.0,2006-01-23 09:11:14
Comedy,230.0,2008-03-24 06:41:43
Comedy,763.0,2006-01-23 14:08:05
Comedy,230.0,2007-03-20 10:19:19
Comedy,682.0,2007-06-10 13:59:30
Comedy,978.0,2006-09-01 09:03:02
Comedy,201.0,2006-01-12 14:38:53
Comedy,479.0,2008-06-24 23:30:54
Comedy,332.0,2007-08-03 16:15:18
Comedy,414.0,2007-08-06 05:35:55
Comedy,333.0,2007-08-06 07:54:43
Comedy,230.0,2007-08-06 08:37:54
Comedy,230.0,2007-08-07 16:45:52
Comedy,230.0,2007-08-10 08:31:52
Comedy,230.0,2007-08-14 05:51:08
Comedy,230.0,2007-08-14 17:51:36
Comedy,96.0,2007-08-18 21:27:46
Comedy,979.0,2007-08-19 11:13:35
Comedy,418.0,2007-08-19 19:26:37
Comedy,278.0,2007-08-21 21:16:22
Comedy,201.0,2007-08-23 14:23:27
Comedy,201.0,2007-08-25 13:00:45
Comedy,230.0,2007-08-27 14:05:37
Crime|Drama|Thriller,1047.0,2007-07-01 03:41:54
Crime|Drama|Thriller,727.0,2006-09-20 00:06:50
Comedy|Drama|Romance,1102.0,2006-10-20 18:31:09
Comedy,305.0,2008-04-02 22:13:43
Comedy,1071.0,2006-04-01 15:09:41
Animation|Horror|IMAX,,
Action|Adventure|Sci-Fi,304.0,2006-01-15 18:24:52
Action|Adventure|Sci-Fi,304.0,2007-11-27 23:19:49
Action|Adventure|Sci-Fi,901.0,2006-01-13 09:47:33
Action|Adventure|Sci-Fi,406.0,2006-09-28 10:18:12
Comedy|Romance,674.0,2006-01-15 18:31:11
Comedy|Drama,812.0,2006-03-31 22:11:59
Comedy|Drama,26.0,2006-01-23 09:10:52
Comedy|Drama,1100.0,2006-05-26 16:05:17
Comedy|Drama,232.0,2006-04-19 05:41:15
Comedy|Drama,544.0,2007-02-01 14:21:42
Comedy|Drama,138.0,2007-02-12 22:21:11
Comedy|Drama,232.0,2006-05-02 01:05:07
Comedy|Drama,829.0,2006-11-10 21:45:54
Comedy|Drama,812.0,2006-07-23 21:23:18
Comedy|Drama,984.0,2007-11-17 11:07:05
Action|Adventure|Drama|Sci-Fi,849.0,2006-01-25 21:51:52
Action|Adventure|Drama|Sci-Fi,849.0,2007-09-16 21:47:11
Action|Adventure|Drama|Sci-Fi,336.0,2007-04-28 19:14:58
Action|Adventure|Drama|Sci-Fi,849.0,2006-07-10 12:02:54
Action|Adventure|Drama|Sci-Fi,788.0,2006-10-23 16:56:13
Action|Adventure|Drama|Sci-Fi,1084.0,2007-08-05 20:56:05
Action|Adventure|Drama|Sci-Fi,849.0,2006-02-07 12:39:43
Drama,,
Comedy,,
Drama|Romance|Thriller,155.0,2006-02-21 14:00:38
Drama|Romance|Thriller,731.0,2006-09-20 14:02:21
Action|Comedy,207.0,2007-11-27 14:57:54
Action|Comedy,19.0,2006-04-11 21:27:28
Action|Comedy,631.0,2008-09-14 15:10:45
Action|Comedy,631.0,2007-04-01 10:27:34
Comedy,1013.0,2006-01-17 12:42:58
Comedy,417.0,2006-02-06 16:10:49
Comedy,1013.0,2006-07-27 23:21:47
Comedy,732.0,2006-09-19 23:45:54
Comedy,417.0,2006-05-11 21:58:38
Comedy,719.0,2007-06-05 18:15:00
Comedy,1013.0,2006-02-15 05:36:50
Comedy,,
Action|Comedy|Western,509.0,2006-02-23 08:43:23
Comedy,425.0,2008-07-18 14:00:03
Comedy,425.0,2008-07-09 18:05:15
Horror|Thriller,644.0,2008-11-13 03:53:20
Horror|Thriller,824.0,2007-09-17 07:52:14
Drama|Romance|War,,
Comedy,418.0,2006-01-23 13:31:01
Comedy,,
Comedy,577.0,2006-11-13 11:52:05
Comedy,968.0,2007-11-26 19:32:32
Comedy,577.0,2006-04-09 08:43:52
Comedy,577.0,2006-07-28 23:30:57
Comedy,577.0,2007-08-12 06:49:29
Comedy,770.0,2008-01-02 21:17:25
Comedy,770.0,2006-01-13 18:52:53
Comedy,968.0,2007-07-19 04:54:18
Comedy,965.0,2006-04-27 18:36:39
Comedy,1081.0,2006-01-13 10:52:19
Comedy|Romance,,
Comedy|Romance,849.0,2006-06-03 19:20:02
Horror,663.0,2008-03-25 07:50:42
Comedy|Romance,,
Drama|Musical,,
Comedy|Drama,,
Romance|Thriller,,
Drama,305.0,2008-04-03 02:46:21
Comedy,1118.0,2006-01-15 10:08:36
Comedy|Crime,113.0,2007-05-18 02:48:40
Comedy|Crime,374.0,2008-02-29 13:45:04
Drama|Musical|Romance,177.0,2006-01-26 10:38:25
Drama|Musical|Romance,177.0,2006-01-19 08:08:19
Crime|Drama|Thriller,746.0,2008-07-26 04:22:33
Crime|Drama|Thriller,746.0,2006-02-26 17:45:42
Crime|Drama|Thriller,730.0,2006-09-22 17:00:00
Crime|Drama|Thriller,720.0,2006-06-13 11:39:50
Crime|Drama|Thriller,746.0,2007-03-06 13:43:56
Crime|Drama|Thriller,746.0,2007-04-16 09:24:54
Thriller,,
Comedy|Romance,704.0,2006-03-10 04:13:11
Comedy|Romance,705.0,2007-08-22 02:58:05
Thriller,,
Drama,,
Comedy,777.0,2007-11-23 21:41:43
Comedy,418.0,2006-01-23 19:20:26
Comedy,455.0,2008-02-07 20:09:42
Comedy,829.0,2006-11-10 21:55:02
Comedy,455.0,2006-06-11 12:13:16
Comedy,978.0,2008-11-29 14:15:54
Comedy,719.0,2007-06-25 06:31:45
Comedy,379.0,2006-07-28 16:29:23
Comedy,379.0,2006-01-12 14:44:29
Comedy,958.0,2008-11-14 04:47:09
Adventure|Thriller,,
Children|Comedy,,
Comedy|Romance,1102.0,2006-01-23 09:13:11
Comedy|Romance,450.0,2006-03-22 06:34:13
Comedy|Romance,450.0,2007-04-24 11:47:40
Comedy|Romance,1102.0,2007-08-22 02:57:38
Comedy|Crime|Romance,498.0,2006-02-21 15:46:50
Comedy|Crime|Romance,417.0,2006-12-15 02:30:04
Comedy|Crime,,
Comedy|Drama,,
Drama,,
Crime|Horror|Mystery|Thriller,903.0,2006-05-27 04:13:17
Crime|Horror|Mystery|Thriller,608.0,2007-12-17 11:01:18
Crime|Horror|Mystery|Thriller,232.0,2006-04-19 05:40:32
Crime|Horror|Mystery|Thriller,554.0,2006-02-21 14:49:20
Crime|Horror|Mystery|Thriller,89.0,2007-11-27 15:25:51
Crime|Horror|Mystery|Thriller,234.0,2006-03-02 13:36:05
Crime|Horror|Mystery|Thriller,732.0,2006-09-19 23:49:36
Crime|Horror|Mystery|Thriller,682.0,2007-05-11 03:19:54
Crime|Horror|Mystery|Thriller,234.0,2006-04-11 03:34:17
Comedy|Drama,,
Drama,,
Animation|Drama|Fantasy,647.0,2007-09-25 01:38:29
Animation|Drama|Fantasy,995.0,2008-10-20 15:36:11
Animation|Drama|Fantasy,600.0,2008-06-28 07:44:11
Animation|Drama|Fantasy,780.0,2006-01-22 19:15:26
Animation|Drama|Fantasy,995.0,2007-05-01 12:32:40
Animation|Drama|Fantasy,780.0,2006-02-21 18:14:16
Animation|Drama|Fantasy,1008.0,2007-02-24 00:04:38
Animation|Drama|Fantasy,331.0,2006-04-20 21:27:36
Animation|Drama|Fantasy,780.0,2006-06-04 08:29:50
Animation|Drama|Fantasy,780.0,2007-05-18 02:16:08
Animation|Drama|Fantasy,326.0,2007-03-27 12:08:05
Animation|Drama|Fantasy,331.0,2006-06-26 08:57:30
Animation|Drama|Fantasy,763.0,2006-01-19 13:33:20
Animation|Drama|Fantasy,326.0,2007-07-12 21:06:01
Drama|Fantasy|Mystery|Sci-Fi,887.0,2006-05-05 17:06:33
Drama|Fantasy|Mystery|Sci-Fi,821.0,2006-01-15 18:33:06
Drama|Fantasy|Mystery|Sci-Fi,45.0,2007-01-30 08:11:00
Drama|Fantasy|Mystery|Sci-Fi,887.0,2006-01-19 22:28:15
Drama|Fantasy|Mystery|Sci-Fi,45.0,2006-07-05 20:35:31
Drama|Fantasy|Mystery|Sci-Fi,43.0,2007-06-02 15:50:43
Drama|Fantasy|Mystery|Sci-Fi,445.0,2006-02-25 14:10:00
Drama|Fantasy|Mystery|Sci-Fi,872.0,2007-08-05 20:18:02
Comedy|Romance,,
Drama|Mystery|Sci-Fi|Thriller,305.0,2008-04-03 02:05:27
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-05-04 06:35:09
Drama|Mystery|Sci-Fi|Thriller,689.0,2007-09-16 16:04:10
Drama|Mystery|Sci-Fi|Thriller,995.0,2008-08-20 09:25:59
Drama|Mystery|Sci-Fi|Thriller,1013.0,2006-11-27 02:44:21
Drama|Mystery|Sci-Fi|Thriller,824.0,2006-01-16 08:17:58
Drama|Mystery|Sci-Fi|Thriller,1028.0,2008-08-04 11:46:33
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-01-13 19:29:41
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-06-25 23:30:29
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-12-20 14:13:09
Drama|Mystery|Sci-Fi|Thriller,829.0,2007-10-26 16:09:19
Drama|Mystery|Sci-Fi|Thriller,652.0,2007-11-07 11:31:15
Drama|Mystery|Sci-Fi|Thriller,995.0,2008-09-06 17:01:06
Drama|Mystery|Sci-Fi|Thriller,536.0,2007-02-22 04:19:44
Drama|Mystery|Sci-Fi|Thriller,995.0,2007-05-01 13:04:56
Drama|Mystery|Sci-Fi|Thriller,1028.0,2008-05-28 04:40:14
Drama|Mystery|Sci-Fi|Thriller,1028.0,2007-01-27 14:11:11
Drama|Mystery|Sci-Fi|Thriller,829.0,2007-03-06 07:08:26
Drama|Mystery|Sci-Fi|Thriller,995.0,2008-10-13 00:43:15
Drama|Mystery|Sci-Fi|Thriller,645.0,2007-02-21 06:00:32
Drama|Mystery|Sci-Fi|Thriller,824.0,2006-05-01 04:20:15
Drama|Mystery|Sci-Fi|Thriller,887.0,2008-01-30 09:40:45
Drama|Mystery|Sci-Fi|Thriller,824.0,2006-05-12 09:01:11
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-05-14 15:47:43
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-08-20 12:51:57
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-07-03 15:44:59
Drama|Mystery|Sci-Fi|Thriller,1028.0,2008-12-27 15:55:50
Drama|Mystery|Sci-Fi|Thriller,1028.0,2007-07-15 13:48:41
Drama|Mystery|Sci-Fi|Thriller,652.0,2008-05-01 09:31:46
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-01-26 18:56:03
Drama|Mystery|Sci-Fi|Thriller,974.0,2006-09-08 10:41:23
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-08-11 08:35:59
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-10-04 00:41:10
Drama|Mystery|Sci-Fi|Thriller,995.0,2006-10-15 11:43:39
Drama|Mystery|Sci-Fi|Thriller,1028.0,2006-09-09 17:37:38
Drama|Mystery|Sci-Fi|Thriller,652.0,2006-01-13 10:55:04
Comedy|Crime|Drama,,
Comedy|Drama,323.0,2007-10-09 02:09:34
Comedy|Drama,374.0,2006-05-07 01:25:37
Comedy|Drama,374.0,2006-01-20 22:26:16
Comedy|Drama,1035.0,2006-03-17 11:09:41
Comedy|Drama,729.0,2006-09-20 23:55:23
Comedy|Drama,730.0,2007-03-06 13:42:30
Comedy|Drama,1072.0,2007-07-31 18:21:36
Thriller,,
Animation|Children|Comedy|Fantasy,785.0,2006-01-17 12:17:05
Animation|Children|Comedy|Fantasy,785.0,2006-11-08 05:43:46
Animation|Children|Comedy|Fantasy,64.0,2006-01-08 19:36:55
Animation|Children|Comedy|Fantasy,230.0,2007-11-06 12:27:37
Animation|Children|Comedy|Fantasy,785.0,2006-02-10 01:16:04
Animation|Children|Comedy|Fantasy,536.0,2007-02-22 04:55:59
Animation|Children|Comedy|Fantasy,785.0,2006-02-27 07:42:15
Animation|Children|Comedy|Fantasy,785.0,2006-05-30 00:12:47
Animation|Children|Comedy|Fantasy,785.0,2006-03-09 16:26:12
Animation|Children|Comedy|Fantasy,63.0,2006-04-09 01:25:51
Animation|Children|Comedy|Fantasy,309.0,2006-02-08 16:09:11
Animation|Children|Comedy|Fantasy,186.0,2007-03-20 10:08:12
Animation|Children|Comedy|Fantasy,786.0,2007-07-08 15:45:57
Animation|Children|Comedy|Fantasy,754.0,2007-01-27 14:01:49
Animation|Children|Comedy|Fantasy,193.0,2006-04-26 09:27:15
Animation|Children|Comedy|Fantasy,785.0,2008-01-30 09:25:00
Animation|Children|Comedy|Fantasy,785.0,2006-05-11 13:11:09
Animation|Children|Comedy|Fantasy,785.0,2006-05-12 09:08:49
Animation|Children|Comedy|Fantasy,186.0,2008-02-05 18:46:34
Animation|Children|Comedy|Fantasy,278.0,2006-11-10 22:10:52
Animation|Children|Comedy|Fantasy,785.0,2006-07-10 14:34:58
Animation|Children|Comedy|Fantasy,785.0,2007-05-21 12:00:26
Animation|Children|Comedy|Fantasy,761.0,2006-02-13 08:28:53
Animation|Children|Comedy|Fantasy,785.0,2006-08-18 18:27:23
Animation|Children|Comedy|Fantasy,785.0,2007-08-14 23:21:12
Animation|Children|Comedy|Fantasy,309.0,2006-01-13 09:36:27
Animation|Children|Comedy|Fantasy,785.0,2006-09-29 05:47:41
Animation|Children|Comedy|Fantasy,785.0,2006-02-21 04:39:41
Animation|Children|Comedy|Fantasy,785.0,2006-10-19 13:31:06
Animation|Children|Comedy|Fantasy,785.0,2008-06-26 19:36:32
Drama,557.0,2007-02-16 21:00:45
Crime|Drama,553.0,2006-02-07 11:34:47
Comedy|Fantasy|Romance,,
Comedy|Crime|Mystery|Thriller,,
Comedy,,
Action|Crime|Drama|Thriller,211.0,2008-12-25 18:50:12
Action|Crime|Drama|Thriller,361.0,2007-01-28 10:52:48
Drama,323.0,2006-02-16 21:13:47
Drama,296.0,2006-01-19 13:32:53
Action|Drama|War,,
Adventure|Western,509.0,2006-02-25 11:35:22
Comedy|Crime|Thriller,354.0,2007-12-15 06:11:08
Comedy|Crime|Thriller,498.0,2008-07-09 12:03:58
Comedy|Crime|Thriller,498.0,2006-01-23 11:02:02
Comedy|Crime|Thriller,464.0,2006-01-22 06:49:58
Comedy|Crime|Thriller,498.0,2006-02-21 15:38:16
Comedy|Crime|Thriller,498.0,2006-12-20 14:21:40
Comedy|Crime|Thriller,777.0,2006-10-15 23:41:02
Comedy|Crime|Thriller,498.0,2006-02-01 08:17:39
Comedy|Crime|Thriller,1114.0,2006-02-07 11:19:51
Comedy|Crime|Thriller,268.0,2006-02-08 17:43:14
Comedy|Crime|Thriller,498.0,2006-04-08 02:08:20
Comedy|Crime|Thriller,19.0,2006-02-19 11:48:25
Comedy|Crime|Thriller,181.0,2008-06-19 10:24:36
Comedy|Crime|Thriller,595.0,2007-06-04 05:32:31
Comedy|Crime|Thriller,498.0,2006-03-11 22:11:24
Comedy|Crime|Thriller,268.0,2006-05-12 09:09:03
Comedy|Crime|Thriller,849.0,2006-07-03 15:06:10
Comedy|Crime|Thriller,498.0,2008-12-01 02:02:38
Comedy|Crime|Thriller,595.0,2006-01-17 05:31:15
Comedy|Crime|Thriller,498.0,2006-07-28 16:00:23
Comedy|Crime|Thriller,498.0,2006-01-23 06:42:40
Comedy|Crime|Thriller,187.0,2007-04-01 10:24:54
Comedy|Crime|Thriller,595.0,2006-01-12 14:40:23
